version,topology,query_type,index_size,timeout_ms,iter,observed_ms,timed_out,error
old,cluster3,SEARCH,100000,50,47,56.880,1,Timeout limit was reached
old,cluster3,SEARCH,100000,50,48,53.446,1,Timeout limit was reached
old,cluster3,SEARCH,100000,50,49,58.464,1,Timeout limit was reached
old,cluster3,SEARCH,100000,100,0,145.094,0,
old,cluster3,SEARCH,100000,100,1,146.733,0,
old,cluster3,SEARCH,100000,100,2,145.959,0,
old,cluster3,SEARCH,100000,100,3,151.522,0,
old,cluster3,SEARCH,100000,100,4,149.764,0,
old,cluster3,SEARCH,100000,100,5,148.100,0,
old,cluster3,SEARCH,100000,100,6,154.859,0,
old,cluster3,SEARCH,100000,100,7,150.057,0,
old,cluster3,SEARCH,100000,100,8,248.218,1,Timeout limit was reached
old,cluster3,SEARCH,100000,100,9,146.907,0,
old,cluster3,SEARCH,100000,100,10,147.393,0,
old,cluster3,SEARCH,100000,100,11,147.848,0,
old,cluster3,SEARCH,100000,100,12,151.508,0,
old,cluster3,SEARCH,100000,100,13,150.681,0,
old,cluster3,SEARCH,100000,100,14,149.609,0,
old,cluster3,SEARCH,100000,100,15,149.187,0,
old,cluster3,SEARCH,100000,100,16,156.232,0,
old,cluster3,SEARCH,100000,100,17,149.788,0,
old,cluster3,SEARCH,100000,100,18,145.323,0,
old,cluster3,SEARCH,100000,100,19,147.342,0,
old,cluster3,SEARCH,100000,100,20,145.895,0,
old,cluster3,SEARCH,100000,100,21,150.056,0,
old,cluster3,SEARCH,100000,100,22,148.355,0,
old,cluster3,SEARCH,100000,100,23,148.698,0,
old,cluster3,SEARCH,100000,100,24,148.193,0,
old,cluster3,SEARCH,100000,100,25,150.811,0,
old,cluster3,SEARCH,100000,100,26,159.190,0,
old,cluster3,SEARCH,100000,100,27,149.324,0,
old,cluster3,SEARCH,100000,100,28,150.061,0,
old,cluster3,SEARCH,100000,100,29,158.442,0,
old,cluster3,SEARCH,100000,100,30,150.163,0,
old,cluster3,SEARCH,100000,100,31,147.330,0,
old,cluster3,SEARCH,100000,100,32,149.407,0,
old,cluster3,SEARCH,100000,100,33,143.288,0,
old,cluster3,SEARCH,100000,100,34,148.387,0,
old,cluster3,SEARCH,100000,100,35,158.269,0,
old,cluster3,SEARCH,100000,100,36,152.550,0,
old,cluster3,SEARCH,100000,100,37,151.429,0,
old,cluster3,SEARCH,100000,100,38,150.759,0,
old,cluster3,SEARCH,100000,100,39,151.022,0,
old,cluster3,SEARCH,100000,100,40,149.703,0,
old,cluster3,SEARCH,100000,100,41,152.485,0,
old,cluster3,SEARCH,100000,100,42,150.701,0,
old,cluster3,SEARCH,100000,100,43,149.285,0,
old,cluster3,SEARCH,100000,100,44,154.171,0,
old,cluster3,SEARCH,100000,100,45,161.641,0,
old,cluster3,SEARCH,100000,100,46,150.400,0,
old,cluster3,SEARCH,100000,100,47,152.537,0,
old,cluster3,SEARCH,100000,100,48,153.321,0,
old,cluster3,SEARCH,100000,100,49,163.087,0,
old,cluster3,SEARCH,100000,500,0,148.367,0,
old,cluster3,SEARCH,100000,500,1,148.872,0,
old,cluster3,SEARCH,100000,500,2,150.918,0,
old,cluster3,SEARCH,100000,500,3,147.555,0,
old,cluster3,SEARCH,100000,500,4,158.108,0,
old,cluster3,SEARCH,100000,500,5,150.916,0,
old,cluster3,SEARCH,100000,500,6,154.354,0,
old,cluster3,SEARCH,100000,500,7,151.538,0,
old,cluster3,SEARCH,100000,500,8,153.565,0,
old,cluster3,SEARCH,100000,500,9,149.886,0,
old,cluster3,SEARCH,100000,500,10,151.564,0,
old,cluster3,SEARCH,100000,500,11,148.990,0,
old,cluster3,SEARCH,100000,500,12,149.392,0,
old,cluster3,SEARCH,100000,500,13,148.809,0,
old,cluster3,SEARCH,100000,500,14,157.368,0,
old,cluster3,SEARCH,100000,500,15,148.879,0,
old,cluster3,SEARCH,100000,500,16,149.475,0,
old,cluster3,SEARCH,100000,500,17,152.031,0,
old,cluster3,SEARCH,100000,500,18,148.491,0,
old,cluster3,SEARCH,100000,500,19,147.362,0,
old,cluster3,SEARCH,100000,500,20,148.842,0,
old,cluster3,SEARCH,100000,500,21,149.503,0,
old,cluster3,SEARCH,100000,500,22,148.689,0,
old,cluster3,SEARCH,100000,500,23,156.069,0,
old,cluster3,SEARCH,100000,500,24,148.581,0,
old,cluster3,SEARCH,100000,500,25,148.027,0,
old,cluster3,SEARCH,100000,500,26,145.938,0,
old,cluster3,SEARCH,100000,500,27,146.423,0,
old,cluster3,SEARCH,100000,500,28,147.663,0,
old,cluster3,SEARCH,100000,500,29,158.074,0,
old,cluster3,SEARCH,100000,500,30,154.413,0,
old,cluster3,SEARCH,100000,500,31,147.070,0,
old,cluster3,SEARCH,100000,500,32,147.997,0,
old,cluster3,SEARCH,100000,500,33,151.731,0,
old,cluster3,SEARCH,100000,500,34,147.622,0,
old,cluster3,SEARCH,100000,500,35,145.252,0,
old,cluster3,SEARCH,100000,500,36,148.133,0,
old,cluster3,SEARCH,100000,500,37,147.173,0,
old,cluster3,SEARCH,100000,500,38,145.705,0,
old,cluster3,SEARCH,100000,500,39,150.550,0,
old,cluster3,SEARCH,100000,500,40,149.243,0,
old,cluster3,SEARCH,100000,500,41,145.739,0,
old,cluster3,SEARCH,100000,500,42,166.794,0,
old,cluster3,SEARCH,100000,500,43,146.158,0,
old,cluster3,SEARCH,100000,500,44,146.870,0,
old,cluster3,SEARCH,100000,500,45,142.967,0,
old,cluster3,SEARCH,100000,500,46,143.579,0,
old,cluster3,SEARCH,100000,500,47,150.533,0,
old,cluster3,SEARCH,100000,500,48,146.528,0,
old,cluster3,SEARCH,100000,500,49,144.171,0,
old,cluster3,SEARCH,100000,1000,0,158.830,0,
old,cluster3,SEARCH,100000,1000,1,145.874,0,
old,cluster3,SEARCH,100000,1000,2,154.654,0,
old,cluster3,SEARCH,100000,1000,3,149.387,0,
old,cluster3,SEARCH,100000,1000,4,144.778,0,
old,cluster3,SEARCH,100000,1000,5,146.887,0,
old,cluster3,SEARCH,100000,1000,6,150.259,0,
old,cluster3,SEARCH,100000,1000,7,150.133,0,
old,cluster3,SEARCH,100000,1000,8,149.080,0,
old,cluster3,SEARCH,100000,1000,9,147.454,0,
old,cluster3,SEARCH,100000,1000,10,151.039,0,
old,cluster3,SEARCH,100000,1000,11,157.186,0,
old,cluster3,SEARCH,100000,1000,12,148.352,0,
old,cluster3,SEARCH,100000,1000,13,145.354,0,
old,cluster3,SEARCH,100000,1000,14,148.637,0,
old,cluster3,SEARCH,100000,1000,15,144.587,0,
old,cluster3,SEARCH,100000,1000,16,144.975,0,
old,cluster3,SEARCH,100000,1000,17,146.612,0,
old,cluster3,SEARCH,100000,1000,18,146.066,0,
old,cluster3,SEARCH,100000,1000,19,149.544,0,
old,cluster3,SEARCH,100000,1000,20,145.433,0,
old,cluster3,SEARCH,100000,1000,21,156.018,0,
old,cluster3,SEARCH,100000,1000,22,146.765,0,
old,cluster3,SEARCH,100000,1000,23,150.025,0,
old,cluster3,SEARCH,100000,1000,24,152.815,0,
old,cluster3,SEARCH,100000,1000,25,147.858,0,
old,cluster3,SEARCH,100000,1000,26,147.465,0,
old,cluster3,SEARCH,100000,1000,27,152.644,0,
old,cluster3,SEARCH,100000,1000,28,145.508,0,
old,cluster3,SEARCH,100000,1000,29,144.220,0,
old,cluster3,SEARCH,100000,1000,30,155.992,0,
old,cluster3,SEARCH,100000,1000,31,145.998,0,
old,cluster3,SEARCH,100000,1000,32,144.794,0,
old,cluster3,SEARCH,100000,1000,33,147.323,0,
old,cluster3,SEARCH,100000,1000,34,146.635,0,
old,cluster3,SEARCH,100000,1000,35,150.650,0,
old,cluster3,SEARCH,100000,1000,36,145.347,0,
old,cluster3,SEARCH,100000,1000,37,147.307,0,
old,cluster3,SEARCH,100000,1000,38,147.916,0,
old,cluster3,SEARCH,100000,1000,39,150.185,0,
old,cluster3,SEARCH,100000,1000,40,156.321,0,
old,cluster3,SEARCH,100000,1000,41,146.882,0,
old,cluster3,SEARCH,100000,1000,42,149.064,0,
old,cluster3,SEARCH,100000,1000,43,157.341,0,
old,cluster3,SEARCH,100000,1000,44,147.443,0,
old,cluster3,SEARCH,100000,1000,45,148.070,0,
old,cluster3,SEARCH,100000,1000,46,146.142,0,
old,cluster3,SEARCH,100000,1000,47,147.278,0,
old,cluster3,SEARCH,100000,1000,48,147.943,0,
old,cluster3,SEARCH,100000,1000,49,155.832,0,
old,cluster3,SEARCH,100000,2000,0,152.596,0,
old,cluster3,SEARCH,100000,2000,1,149.797,0,
old,cluster3,SEARCH,100000,2000,2,149.069,0,
old,cluster3,SEARCH,100000,2000,3,147.265,0,
old,cluster3,SEARCH,100000,2000,4,147.530,0,
old,cluster3,SEARCH,100000,2000,5,149.436,0,
old,cluster3,SEARCH,100000,2000,6,144.571,0,
old,cluster3,SEARCH,100000,2000,7,146.830,0,
old,cluster3,SEARCH,100000,2000,8,149.076,0,
old,cluster3,SEARCH,100000,2000,9,157.107,0,
old,cluster3,SEARCH,100000,2000,10,148.312,0,
old,cluster3,SEARCH,100000,2000,11,147.784,0,
old,cluster3,SEARCH,100000,2000,12,152.312,0,
old,cluster3,SEARCH,100000,2000,13,150.510,0,
old,cluster3,SEARCH,100000,2000,14,149.524,0,
old,cluster3,SEARCH,100000,2000,15,147.300,0,
old,cluster3,SEARCH,100000,2000,16,147.270,0,
old,cluster3,SEARCH,100000,2000,17,147.149,0,
old,cluster3,SEARCH,100000,2000,18,158.056,0,
old,cluster3,SEARCH,100000,2000,19,147.020,0,
old,cluster3,SEARCH,100000,2000,20,154.320,0,
old,cluster3,SEARCH,100000,2000,21,150.042,0,
old,cluster3,SEARCH,100000,2000,22,146.198,0,
old,cluster3,SEARCH,100000,2000,23,146.548,0,
old,cluster3,SEARCH,100000,2000,24,147.994,0,
old,cluster3,SEARCH,100000,2000,25,149.674,0,
old,cluster3,SEARCH,100000,2000,26,149.133,0,
old,cluster3,SEARCH,100000,2000,27,151.677,0,
old,cluster3,SEARCH,100000,2000,28,157.078,0,
old,cluster3,SEARCH,100000,2000,29,149.411,0,
old,cluster3,SEARCH,100000,2000,30,149.692,0,
old,cluster3,SEARCH,100000,2000,31,148.686,0,
old,cluster3,SEARCH,100000,2000,32,147.145,0,
old,cluster3,SEARCH,100000,2000,33,151.219,0,
old,cluster3,SEARCH,100000,2000,34,147.213,0,
old,cluster3,SEARCH,100000,2000,35,149.299,0,
old,cluster3,SEARCH,100000,2000,36,149.309,0,
old,cluster3,SEARCH,100000,2000,37,167.565,0,
old,cluster3,SEARCH,100000,2000,38,150.097,0,
old,cluster3,SEARCH,100000,2000,39,148.643,0,
old,cluster3,SEARCH,100000,2000,40,149.357,0,
old,cluster3,SEARCH,100000,2000,41,159.791,0,
old,cluster3,SEARCH,100000,2000,42,164.233,0,
old,cluster3,SEARCH,100000,2000,43,147.944,0,
old,cluster3,SEARCH,100000,2000,44,147.578,0,
old,cluster3,SEARCH,100000,2000,45,161.418,0,
old,cluster3,SEARCH,100000,2000,46,147.182,0,
old,cluster3,SEARCH,100000,2000,47,156.868,0,
old,cluster3,SEARCH,100000,2000,48,145.296,0,
old,cluster3,SEARCH,100000,2000,49,153.797,0,
old,cluster3,AGGREGATE,100000,50,0,55.820,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,1,56.604,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,2,57.428,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,3,56.996,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,4,57.399,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,5,58.960,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,6,57.495,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,7,58.018,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,8,56.752,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,9,57.138,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,10,56.434,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,11,57.613,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,12,56.842,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,13,58.498,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,14,58.069,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,15,57.352,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,16,58.124,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,17,56.612,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,18,56.616,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,19,57.336,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,20,58.699,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,21,57.941,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,22,56.651,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,23,56.682,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,24,59.155,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,25,58.818,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,26,56.695,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,27,56.959,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,28,56.576,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,29,58.189,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,30,57.530,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,31,58.109,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,32,56.923,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,33,56.295,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,34,58.020,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,35,57.063,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,36,57.860,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,37,56.515,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,38,56.156,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,39,56.040,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,40,57.079,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,41,56.569,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,42,57.864,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,43,58.315,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,44,57.363,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,45,57.104,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,46,57.214,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,47,55.914,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,48,58.535,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,50,49,57.308,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,0,111.504,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,1,111.340,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,2,112.187,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,3,112.151,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,4,112.793,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,5,112.659,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,6,112.552,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,7,112.489,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,8,112.348,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,9,112.128,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,10,111.635,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,11,111.220,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,12,112.553,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,13,112.227,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,14,111.897,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,15,113.617,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,16,111.242,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,17,112.287,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,18,111.685,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,19,112.232,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,20,112.688,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,21,112.130,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,22,113.288,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,23,113.463,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,24,111.606,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,25,114.324,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,26,113.779,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,27,115.027,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,28,112.802,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,29,111.682,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,30,112.302,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,31,113.944,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,32,111.379,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,33,111.734,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,34,112.484,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,35,111.533,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,36,113.471,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,37,114.709,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,38,112.653,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,39,111.686,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,40,112.728,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,41,111.260,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,42,112.753,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,43,112.076,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,44,112.791,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,45,113.306,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,46,111.341,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,47,112.313,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,48,113.317,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,100,49,112.215,1,Timeout limit was reached
old,cluster3,AGGREGATE,100000,500,0,608.727,0,
old,cluster3,AGGREGATE,100000,500,1,603.990,0,
old,cluster3,AGGREGATE,100000,500,2,607.118,0,
old,cluster3,AGGREGATE,100000,500,3,610.720,0,
old,cluster3,AGGREGATE,100000,500,4,603.281,0,
old,cluster3,AGGREGATE,100000,500,5,611.583,0,
old,cluster3,AGGREGATE,100000,500,6,615.068,0,
old,cluster3,AGGREGATE,100000,500,7,596.297,0,
old,cluster3,AGGREGATE,100000,500,8,618.215,0,
old,cluster3,AGGREGATE,100000,500,9,601.361,0,
old,cluster3,AGGREGATE,100000,500,10,617.933,0,
old,cluster3,AGGREGATE,100000,500,11,607.651,0,
old,cluster3,AGGREGATE,100000,500,12,606.959,0,
old,cluster3,AGGREGATE,100000,500,13,614.449,0,
old,cluster3,AGGREGATE,100000,500,14,606.306,0,
old,cluster3,AGGREGATE,100000,500,15,605.860,0,
old,cluster3,AGGREGATE,100000,500,16,607.705,0,
old,cluster3,AGGREGATE,100000,500,17,600.367,0,
old,cluster3,AGGREGATE,100000,500,18,602.867,0,
old,cluster3,AGGREGATE,100000,500,19,599.074,0,
old,cluster3,AGGREGATE,100000,500,20,600.618,0,
old,cluster3,AGGREGATE,100000,500,21,602.289,0,
old,cluster3,AGGREGATE,100000,500,22,607.655,0,
old,cluster3,AGGREGATE,100000,500,23,599.008,0,
old,cluster3,AGGREGATE,100000,500,24,593.321,0,
old,cluster3,AGGREGATE,100000,500,25,621.904,0,
old,cluster3,AGGREGATE,100000,500,26,602.154,0,
old,cluster3,AGGREGATE,100000,500,27,603.113,0,
old,cluster3,AGGREGATE,100000,500,28,621.675,0,
old,cluster3,AGGREGATE,100000,500,29,597.690,0,
old,cluster3,AGGREGATE,100000,500,30,601.359,0,
old,cluster3,AGGREGATE,100000,500,31,601.811,0,
old,cluster3,AGGREGATE,100000,500,32,598.148,0,
old,cluster3,AGGREGATE,100000,500,33,604.742,0,
old,cluster3,AGGREGATE,100000,500,34,606.013,0,
old,cluster3,AGGREGATE,100000,500,35,609.967,0,
old,cluster3,AGGREGATE,100000,500,36,603.384,0,
old,cluster3,AGGREGATE,100000,500,37,608.792,0,
old,cluster3,AGGREGATE,100000,500,38,599.557,0,
old,cluster3,AGGREGATE,100000,500,39,606.191,0,
old,cluster3,AGGREGATE,100000,500,40,609.885,0,
old,cluster3,AGGREGATE,100000,500,41,611.005,0,
old,cluster3,AGGREGATE,100000,500,42,619.972,0,
old,cluster3,AGGREGATE,100000,500,43,616.267,0,
old,cluster3,AGGREGATE,100000,500,44,606.118,0,
old,cluster3,AGGREGATE,100000,500,45,608.826,0,
old,cluster3,AGGREGATE,100000,500,46,609.690,0,
old,cluster3,AGGREGATE,100000,500,47,609.084,0,
old,cluster3,AGGREGATE,100000,500,48,610.816,0,
old,cluster3,AGGREGATE,100000,500,49,615.258,0,
old,cluster3,AGGREGATE,100000,1000,0,624.672,0,
old,cluster3,AGGREGATE,100000,1000,1,609.058,0,
old,cluster3,AGGREGATE,100000,1000,2,621.808,0,
old,cluster3,AGGREGATE,100000,1000,3,610.050,0,
old,cluster3,AGGREGATE,100000,1000,4,605.963,0,
old,cluster3,AGGREGATE,100000,1000,5,617.078,0,
old,cluster3,AGGREGATE,100000,1000,6,617.814,0,
old,cluster3,AGGREGATE,100000,1000,7,615.458,0,
old,cluster3,AGGREGATE,100000,1000,8,621.250,0,
old,cluster3,AGGREGATE,100000,1000,9,609.565,0,
old,cluster3,AGGREGATE,100000,1000,10,611.750,0,
old,cluster3,AGGREGATE,100000,1000,11,599.550,0,
old,cluster3,AGGREGATE,100000,1000,12,599.928,0,
old,cluster3,AGGREGATE,100000,1000,13,620.974,0,
old,cluster3,AGGREGATE,100000,1000,14,605.648,0,
old,cluster3,AGGREGATE,100000,1000,15,605.732,0,
old,cluster3,AGGREGATE,100000,1000,16,609.290,0,
old,cluster3,AGGREGATE,100000,1000,17,607.198,0,
old,cluster3,AGGREGATE,100000,1000,18,607.641,0,
old,cluster3,AGGREGATE,100000,1000,19,617.458,0,
old,cluster3,AGGREGATE,100000,1000,20,611.731,0,
old,cluster3,AGGREGATE,100000,1000,21,606.554,0,
old,cluster3,AGGREGATE,100000,1000,22,614.720,0,
old,cluster3,AGGREGATE,100000,1000,23,606.492,0,
old,cluster3,AGGREGATE,100000,1000,24,608.010,0,
old,cluster3,AGGREGATE,100000,1000,25,602.809,0,
old,cluster3,AGGREGATE,100000,1000,26,603.864,0,
old,cluster3,AGGREGATE,100000,1000,27,602.608,0,
old,cluster3,AGGREGATE,100000,1000,28,598.307,0,
old,cluster3,AGGREGATE,100000,1000,29,597.559,0,
old,cluster3,AGGREGATE,100000,1000,30,592.851,0,
old,cluster3,AGGREGATE,100000,1000,31,601.253,0,
old,cluster3,AGGREGATE,100000,1000,32,605.910,0,
old,cluster3,AGGREGATE,100000,1000,33,602.164,0,
old,cluster3,AGGREGATE,100000,1000,34,609.694,0,
old,cluster3,AGGREGATE,100000,1000,35,611.504,0,
old,cluster3,AGGREGATE,100000,1000,36,609.536,0,
old,cluster3,AGGREGATE,100000,1000,37,613.995,0,
old,cluster3,AGGREGATE,100000,1000,38,609.800,0,
old,cluster3,AGGREGATE,100000,1000,39,602.527,0,
old,cluster3,AGGREGATE,100000,1000,40,600.702,0,
old,cluster3,AGGREGATE,100000,1000,41,603.344,0,
old,cluster3,AGGREGATE,100000,1000,42,601.136,0,
old,cluster3,AGGREGATE,100000,1000,43,603.724,0,
old,cluster3,AGGREGATE,100000,1000,44,598.861,0,
old,cluster3,AGGREGATE,100000,1000,45,604.878,0,
old,cluster3,AGGREGATE,100000,1000,46,601.576,0,
old,cluster3,AGGREGATE,100000,1000,47,609.041,0,
old,cluster3,AGGREGATE,100000,1000,48,609.493,0,
old,cluster3,AGGREGATE,100000,1000,49,618.603,0,
old,cluster3,AGGREGATE,100000,2000,0,607.832,0,
old,cluster3,AGGREGATE,100000,2000,1,611.933,0,
old,cluster3,AGGREGATE,100000,2000,2,608.779,0,
old,cluster3,AGGREGATE,100000,2000,3,608.564,0,
old,cluster3,AGGREGATE,100000,2000,4,607.269,0,
old,cluster3,AGGREGATE,100000,2000,5,616.682,0,
old,cluster3,AGGREGATE,100000,2000,6,607.701,0,
old,cluster3,AGGREGATE,100000,2000,7,608.467,0,
old,cluster3,AGGREGATE,100000,2000,8,607.392,0,
old,cluster3,AGGREGATE,100000,2000,9,609.385,0,
old,cluster3,AGGREGATE,100000,2000,10,602.583,0,
old,cluster3,AGGREGATE,100000,2000,11,603.130,0,
old,cluster3,AGGREGATE,100000,2000,12,593.794,0,
old,cluster3,AGGREGATE,100000,2000,13,604.371,0,
old,cluster3,AGGREGATE,100000,2000,14,612.503,0,
old,cluster3,AGGREGATE,100000,2000,15,615.758,0,
old,cluster3,AGGREGATE,100000,2000,16,614.798,0,
old,cluster3,AGGREGATE,100000,2000,17,616.284,0,
old,cluster3,AGGREGATE,100000,2000,18,616.874,0,
old,cluster3,AGGREGATE,100000,2000,19,614.504,0,
old,cluster3,AGGREGATE,100000,2000,20,607.004,0,
old,cluster3,AGGREGATE,100000,2000,21,607.391,0,
old,cluster3,AGGREGATE,100000,2000,22,600.497,0,
old,cluster3,AGGREGATE,100000,2000,23,593.227,0,
old,cluster3,AGGREGATE,100000,2000,24,609.883,0,
old,cluster3,AGGREGATE,100000,2000,25,610.906,0,
old,cluster3,AGGREGATE,100000,2000,26,609.390,0,
old,cluster3,AGGREGATE,100000,2000,27,609.506,0,
old,cluster3,AGGREGATE,100000,2000,28,625.272,0,
old,cluster3,AGGREGATE,100000,2000,29,622.251,0,
old,cluster3,AGGREGATE,100000,2000,30,610.237,0,
old,cluster3,AGGREGATE,100000,2000,31,604.150,0,
old,cluster3,AGGREGATE,100000,2000,32,598.457,0,
old,cluster3,AGGREGATE,100000,2000,33,620.896,0,
old,cluster3,AGGREGATE,100000,2000,34,597.101,0,
old,cluster3,AGGREGATE,100000,2000,35,600.401,0,
old,cluster3,AGGREGATE,100000,2000,36,601.608,0,
old,cluster3,AGGREGATE,100000,2000,37,605.188,0,
old,cluster3,AGGREGATE,100000,2000,38,608.594,0,
old,cluster3,AGGREGATE,100000,2000,39,594.857,0,
old,cluster3,AGGREGATE,100000,2000,40,594.954,0,
old,cluster3,AGGREGATE,100000,2000,41,596.907,0,
old,cluster3,AGGREGATE,100000,2000,42,598.111,0,
old,cluster3,AGGREGATE,100000,2000,43,614.962,0,
old,cluster3,AGGREGATE,100000,2000,44,608.879,0,
old,cluster3,AGGREGATE,100000,2000,45,608.739,0,
old,cluster3,AGGREGATE,100000,2000,46,612.534,0,
old,cluster3,AGGREGATE,100000,2000,47,610.902,0,
old,cluster3,AGGREGATE,100000,2000,48,621.052,0,
old,cluster3,AGGREGATE,100000,2000,49,608.558,0,
old,cluster3,SEARCH,1000000,50,0,63.393,1,Timeout limit was reached
old,cluster3,SEARCH,1000000,50,1,59.766,1,Timeout limit was reached
