00D8;;004F 0338 # LATIN CAPITAL LETTER O WITH STROKE => LATIN CAPITAL LETTER O + COMBINING LONG SOLIDUS OVERLAY
00D9;;0055 0300 # LATIN CAPITAL LETTER U WITH GRAVE => LATIN CAPITAL LETTER U + COMBINING GRAVE ACCENT
00DA;;0055 0301 # LATIN CAPITAL LETTER U WITH ACUTE => LATIN CAPITAL LETTER U + COMBINING ACUTE ACCENT
00DB;;0055 0302 # LATIN CAPITAL LETTER U WITH CIRCUMFLEX => LATIN CAPITAL LETTER U + COMBINING CIRCUMFLEX ACCENT
00DC;;0055 0308 # LATIN CAPITAL LETTER U WITH DIAERESIS => LATIN CAPITAL LETTER U + COMBINING DIAERESIS
00DD;;0059 0301 # LATIN CAPITAL LETTER Y WITH ACUTE => LATIN CAPITAL LETTER Y + COMBINING ACUTE ACCENT
00DF;<sort>;0073 F8F0 0073 # LATIN SMALL LETTER SHARP S => LATIN SMALL LETTER S + PSEUDO-COMBINING VARIANT MARK 1 + LATIN SMALL LETTER S
00E0;;0061 0300 # LATIN SMALL LETTER A WITH GRAVE => LATIN SMALL LETTER A + COMBINING GRAVE ACCENT
00E1;;0061 0301 # LATIN SMALL LETTER A WITH ACUTE => LATIN SMALL LETTER A + COMBINING ACUTE ACCENT
00E2;;0061 0302 # LATIN SMALL LETTER A WITH CIRCUMFLEX => LATIN SMALL LETTER A + COMBINING CIRCUMFLEX ACCENT
00E3;;0061 0303 # LATIN SMALL LETTER A WITH TILDE => LATIN SMALL LETTER A + COMBINING TILDE
00E4;;0061 0308 # LATIN SMALL LETTER A WITH DIAERESIS => LATIN SMALL LETTER A + COMBINING DIAERESIS
00E5;;0061 030A # LATIN SMALL LETTER A WITH RING ABOVE => LATIN SMALL LETTER A + COMBINING RING ABOVE
00E6;<sort>;0061 F8F0 0065 # LATIN SMALL LETTER AE => LATIN SMALL LETTER A + PSEUDO-COMBINING VARIANT MARK 1 + LATIN SMALL LETTER E
00E7;;0063 0327 # LATIN SMALL LETTER C WITH CEDILLA => LATIN SMALL LETTER C + COMBINING CEDILLA
00E8;;0065 0300 # LATIN SMALL LETTER E WITH GRAVE => LATIN SMALL LETTER E + COMBINING GRAVE ACCENT
00E9;;0065 0301 # LATIN SMALL LETTER E WITH ACUTE => LATIN SMALL LETTER E + COMBINING ACUTE ACCENT
00EA;;0065 0302 # LATIN SMALL LETTER E WITH CIRCUMFLEX => LATIN SMALL LETTER E + COMBINING CIRCUMFLEX ACCENT
00EB;;0065 0308 # LATIN SMALL LETTER E WITH DIAERESIS => LATIN SMALL LETTER E + COMBINING DIAERESIS
00EC;;0069 0300 # LATIN SMALL LETTER I WITH GRAVE => LATIN SMALL LETTER I + COMBINING GRAVE ACCENT
00ED;;0069 0301 # LATIN SMALL LETTER I WITH ACUTE => LATIN SMALL LETTER I + COMBINING ACUTE ACCENT
00EE;;0069 0302 # LATIN SMALL LETTER I WITH CIRCUMFLEX => LATIN SMALL LETTER I + COMBINING CIRCUMFLEX ACCENT
00EF;;0069 0308 # LATIN SMALL LETTER I WITH DIAERESIS => LATIN SMALL LETTER I + COMBINING DIAERESIS
00F0;<sort>;0064 F8F0 # LATIN SMALL LETTER ETH => LATIN SMALL LETTER D + PSEUDO-COMBINING VARIANT MARK 1
00F1;;006E 0303 # LATIN SMALL LETTER N WITH TILDE => LATIN SMALL LETTER N + COMBINING TILDE
00F2;;006F 0300 # LATIN SMALL LETTER O WITH GRAVE => LATIN SMALL LETTER O + COMBINING GRAVE ACCENT
00F3;;006F 0301 # LATIN SMALL LETTER O WITH ACUTE => LATIN SMALL LETTER O + COMBINING ACUTE ACCENT
00F4;;006F 0302 # LATIN SMALL LETTER O WITH CIRCUMFLEX => LATIN SMALL LETTER O + COMBINING CIRCUMFLEX ACCENT
00F5;;006F 0303 # LATIN SMALL LETTER O WITH TILDE => LATIN SMALL LETTER O + COMBINING TILDE
00F6;;006F 0308 # LATIN SMALL LETTER O WITH DIAERESIS => LATIN SMALL LETTER O + COMBINING DIAERESIS
00F8;;006F 0338 # LATIN SMALL LETTER O WITH STROKE => LATIN SMALL LETTER O + COMBINING LONG SOLIDUS OVERLAY
00F9;;0075 0300 # LATIN SMALL LETTER U WITH GRAVE => LATIN SMALL LETTER U + COMBINING GRAVE ACCENT
00FA;;0075 0301 # LATIN SMALL LETTER U WITH ACUTE => LATIN SMALL LETTER U + COMBINING ACUTE ACCENT
00FB;;0075 0302 # LATIN SMALL LETTER U WITH CIRCUMFLEX => LATIN SMALL LETTER U + COMBINING CIRCUMFLEX ACCENT
00FC;;0075 0308 # LATIN SMALL LETTER U WITH DIAERESIS => LATIN SMALL LETTER U + COMBINING DIAERESIS
00FD;;0079 0301 # LATIN SMALL LETTER Y WITH ACUTE => LATIN SMALL LETTER Y + COMBINING ACUTE ACCENT
00FF;;0079 0308 # LATIN SMALL LETTER Y WITH DIAERESIS => LATIN SMALL LETTER Y + COMBINING DIAERESIS
0100;;0041 0304 # LATIN CAPITAL LETTER A WITH MACRON => LATIN CAPITAL LETTER A + COMBINING MACRON
0101;;0061 0304 # LATIN SMALL LETTER A WITH MACRON => LATIN SMALL LETTER A + COMBINING MACRON
0102;;0041 0306 # LATIN CAPITAL LETTER A WITH BREVE => LATIN CAPITAL LETTER A + COMBINING BREVE
0103;;0061 0306 # LATIN SMALL LETTER A WITH BREVE => LATIN SMALL LETTER A + COMBINING BREVE
0104;;0041 0328 # LATIN CAPITAL LETTER A WITH OGONEK => LATIN CAPITAL LETTER A + COMBINING OGONEK
0105;;0061 0328 # LATIN SMALL LETTER A WITH OGONEK => LATIN SMALL LETTER A + COMBINING OGONEK
0106;;0043 0301 # LATIN CAPITAL LETTER C WITH ACUTE => LATIN CAPITAL LETTER C + COMBINING ACUTE ACCENT
0107;;0063 0301 # LATIN SMALL LETTER C WITH ACUTE => LATIN SMALL LETTER C + COMBINING ACUTE ACCENT
0108;;0043 0302 # LATIN CAPITAL LETTER C WITH CIRCUMFLEX => LATIN CAPITAL LETTER C + COMBINING CIRCUMFLEX ACCENT
0109;;0063 0302 # LATIN SMALL LETTER C WITH CIRCUMFLEX => LATIN SMALL LETTER C + COMBINING CIRCUMFLEX ACCENT
010A;;0043 0307 # LATIN CAPITAL LETTER C WITH DOT ABOVE => LATIN CAPITAL LETTER C + COMBINING DOT ABOVE
010B;;0063 0307 # LATIN SMALL LETTER C WITH DOT ABOVE => LATIN SMALL LETTER C + COMBINING DOT ABOVE
010C;;0043 030C # LATIN CAPITAL LETTER C WITH CARON => LATIN CAPITAL LETTER C + COMBINING CARON
010D;;0063 030C # LATIN SMALL LETTER C WITH CARON => LATIN SMALL LETTER C + COMBINING CARON
010E;;0044 030C # LATIN CAPITAL LETTER D WITH CARON => LATIN CAPITAL LETTER D + COMBINING CARON
010F;;0064 030C # LATIN SMALL LETTER D WITH CARON => LATIN SMALL LETTER D + COMBINING CARON
0110;;0044 0335 # LATIN CAPITAL LETTER D WITH STROKE => LATIN CAPITAL LETTER D + COMBINING SHORT STROKE OVERLAY
0111;;0064 0335 # LATIN SMALL LETTER D WITH STROKE => LATIN SMALL LETTER D + COMBINING SHORT STROKE OVERLAY
0112;;0045 0304 # LATIN CAPITAL LETTER E WITH MACRON => LATIN CAPITAL LETTER E + COMBINING MACRON
0113;;0065 0304 # LATIN SMALL LETTER E WITH MACRON => LATIN SMALL LETTER E + COMBINING MACRON
0114;;0045 0306 # LATIN CAPITAL LETTER E WITH BREVE => LATIN CAPITAL LETTER E + COMBINING BREVE
0115;;0065 0306 # LATIN SMALL LETTER E WITH BREVE => LATIN SMALL LETTER E + COMBINING BREVE
0116;;0045 0307 # LATIN CAPITAL LETTER E WITH DOT ABOVE => LATIN CAPITAL LETTER E + COMBINING DOT ABOVE
0117;;0065 0307 # LATIN SMALL LETTER E WITH DOT ABOVE => LATIN SMALL LETTER E + COMBINING DOT ABOVE
0118;;0045 0328 # LATIN CAPITAL LETTER E WITH OGONEK => LATIN CAPITAL LETTER E + COMBINING OGONEK
0119;;0065 0328 # LATIN SMALL LETTER E WITH OGONEK => LATIN SMALL LETTER E + COMBINING OGONEK
011A;;0045 030C # LATIN CAPITAL LETTER E WITH CARON => LATIN CAPITAL LETTER E + COMBINING CARON
011B;;0065 030C # LATIN SMALL LETTER E WITH CARON => LATIN SMALL LETTER E + COMBINING CARON
011C;;0047 0302 # LATIN CAPITAL LETTER G WITH CIRCUMFLEX => LATIN CAPITAL LETTER G + COMBINING CIRCUMFLEX ACCENT
011D;;0067 0302 # LATIN SMALL LETTER G WITH CIRCUMFLEX => LATIN SMALL LETTER G + COMBINING CIRCUMFLEX ACCENT
011E;;0047 0306 # LATIN CAPITAL LETTER G WITH BREVE => LATIN CAPITAL LETTER G + COMBINING BREVE
011F;;0067 0306 # LATIN SMALL LETTER G WITH BREVE => LATIN SMALL LETTER G + COMBINING BREVE
0120;;0047 0307 # LATIN CAPITAL LETTER G WITH DOT ABOVE => LATIN CAPITAL LETTER G + COMBINING DOT ABOVE
0121;;0067 0307 # LATIN SMALL LETTER G WITH DOT ABOVE => LATIN SMALL LETTER G + COMBINING DOT ABOVE
0122;;0047 0327 # LATIN CAPITAL LETTER G WITH CEDILLA => LATIN CAPITAL LETTER G + COMBINING CEDILLA
0123;;0067 0327 # LATIN SMALL LETTER G WITH CEDILLA => LATIN SMALL LETTER G + COMBINING CEDILLA
0124;;0048 0302 # LATIN CAPITAL LETTER H WITH CIRCUMFLEX => LATIN CAPITAL LETTER H + COMBINING CIRCUMFLEX ACCENT
0125;;0068 0302 # LATIN SMALL LETTER H WITH CIRCUMFLEX => LATIN SMALL LETTER H + COMBINING CIRCUMFLEX ACCENT
0126;;0048 0335 # LATIN CAPITAL LETTER H WITH STROKE => LATIN CAPITAL LETTER H + COMBINING SHORT STROKE OVERLAY
0127;;0068 0335 # LATIN SMALL LETTER H WITH STROKE => LATIN SMALL LETTER H + COMBINING SHORT STROKE OVERLAY
0128;;0049 0303 # LATIN CAPITAL LETTER I WITH TILDE => LATIN CAPITAL LETTER I + COMBINING TILDE
0129;;0069 0303 # LATIN SMALL LETTER I WITH TILDE => LATIN SMALL LETTER I + COMBINING TILDE
012A;;0049 0304 # LATIN CAPITAL LETTER I WITH MACRON => LATIN CAPITAL LETTER I + COMBINING MACRON
012B;;0069 0304 # LATIN SMALL LETTER I WITH MACRON => LATIN SMALL LETTER I + COMBINING MACRON
012C;;0049 0306 # LATIN CAPITAL LETTER I WITH BREVE => LATIN CAPITAL LETTER I + COMBINING BREVE
012D;;0069 0306 # LATIN SMALL LETTER I WITH BREVE => LATIN SMALL LETTER I + COMBINING BREVE
012E;;0049 0328 # LATIN CAPITAL LETTER I WITH OGONEK => LATIN CAPITAL LETTER I + COMBINING OGONEK
012F;;0069 0328 # LATIN SMALL LETTER I WITH OGONEK => LATIN SMALL LETTER I + COMBINING OGONEK
0130;;0049 0307 # LATIN CAPITAL LETTER I WITH DOT ABOVE => LATIN CAPITAL LETTER I + COMBINING DOT ABOVE
0132;<compat>;0049 004A # LATIN CAPITAL LIGATURE IJ => LATIN CAPITAL LETTER I + LATIN CAPITAL LETTER J
0133;<compat>;0069 006A # LATIN SMALL LIGATURE IJ => LATIN SMALL LETTER I + LATIN SMALL LETTER J
0134;;004A 0302 # LATIN CAPITAL LETTER J WITH CIRCUMFLEX => LATIN CAPITAL LETTER J + COMBINING CIRCUMFLEX ACCENT
0135;;006A 0302 # LATIN SMALL LETTER J WITH CIRCUMFLEX => LATIN SMALL LETTER J + COMBINING CIRCUMFLEX ACCENT
0136;;004B 0327 # LATIN CAPITAL LETTER K WITH CEDILLA => LATIN CAPITAL LETTER K + COMBINING CEDILLA
0137;;006B 0327 # LATIN SMALL LETTER K WITH CEDILLA => LATIN SMALL LETTER K + COMBINING CEDILLA
0139;;004C 0301 # LATIN CAPITAL LETTER L WITH ACUTE => LATIN CAPITAL LETTER L + COMBINING ACUTE ACCENT
013A;;006C 0301 # LATIN SMALL LETTER L WITH ACUTE => LATIN SMALL LETTER L + COMBINING ACUTE ACCENT
013B;;004C 0327 # LATIN CAPITAL LETTER L WITH CEDILLA => LATIN CAPITAL LETTER L + COMBINING CEDILLA
013C;;006C 0327 # LATIN SMALL LETTER L WITH CEDILLA => LATIN SMALL LETTER L + COMBINING CEDILLA
013D;;004C 030C # LATIN CAPITAL LETTER L WITH CARON => LATIN CAPITAL LETTER L + COMBINING CARON
013E;;006C 030C # LATIN SMALL LETTER L WITH CARON => LATIN SMALL LETTER L + COMBINING CARON
013F;<compat>;004C 00B7 # LATIN CAPITAL LETTER L WITH MIDDLE DOT => LATIN CAPITAL LETTER L + MIDDLE DOT
0140;<compat>;006C 00B7 # LATIN SMALL LETTER L WITH MIDDLE DOT => LATIN SMALL LETTER L + MIDDLE DOT
0141;;004C 0335 # LATIN CAPITAL LETTER L WITH STROKE => LATIN CAPITAL LETTER L + COMBINING SHORT STROKE OVERLAY
0142;;006C 0335 # LATIN SMALL LETTER L WITH STROKE => LATIN SMALL LETTER L + COMBINING SHORT STROKE OVERLAY
0143;;004E 0301 # LATIN CAPITAL LETTER N WITH ACUTE => LATIN CAPITAL LETTER N + COMBINING ACUTE ACCENT
0144;;006E 0301 # LATIN SMALL LETTER N WITH ACUTE => LATIN SMALL LETTER N + COMBINING ACUTE ACCENT
0145;;004E 0327 # LATIN CAPITAL LETTER N WITH CEDILLA => LATIN CAPITAL LETTER N + COMBINING CEDILLA
0146;;006E 0327 # LATIN SMALL LETTER N WITH CEDILLA => LATIN SMALL LETTER N + COMBINING CEDILLA
0147;;004E 030C # LATIN CAPITAL LETTER N WITH CARON => LATIN CAPITAL LETTER N + COMBINING CARON
0148;;006E 030C # LATIN SMALL LETTER N WITH CARON => LATIN SMALL LETTER N + COMBINING CARON
0149;<compat>;02BC 006E # LATIN SMALL LETTER N PRECEDED BY APOSTROPHE => MODIFIER LETTER APOSTROPHE + LATIN SMALL LETTER N
014C;;004F 0304 # LATIN CAPITAL LETTER O WITH MACRON => LATIN CAPITAL LETTER O + COMBINING MACRON
014D;;006F 0304 # LATIN SMALL LETTER O WITH MACRON => LATIN SMALL LETTER O + COMBINING MACRON
014E;;004F 0306 # LATIN CAPITAL LETTER O WITH BREVE => LATIN CAPITAL LETTER O + COMBINING BREVE
014F;;006F 0306 # LATIN SMALL LETTER O WITH BREVE => LATIN SMALL LETTER O + COMBINING BREVE
0150;;004F 030B # LATIN CAPITAL LETTER O WITH DOUBLE ACUTE => LATIN CAPITAL LETTER O + COMBINING DOUBLE ACUTE ACCENT
0151;;006F 030B # LATIN SMALL LETTER O WITH DOUBLE ACUTE => LATIN SMALL LETTER O + COMBINING DOUBLE ACUTE ACCENT
0152;<sort>;004F F8F0 0045 # LATIN CAPITAL LIGATURE OE => LATIN CAPITAL LETTER O + PSEUDO-COMBINING VARIANT MARK 1 + LATIN CAPITAL LETTER E
0153;<sort>;006F F8F0 0065 # LATIN SMALL LIGATURE OE => LATIN SMALL LETTER O + PSEUDO-COMBINING VARIANT MARK 1 + LATIN SMALL LETTER E
0154;;0052 0301 # LATIN CAPITAL LETTER R WITH ACUTE => LATIN CAPITAL LETTER R + COMBINING ACUTE ACCENT
0155;;0072 0301 # LATIN SMALL LETTER R WITH ACUTE => LATIN SMALL LETTER R + COMBINING ACUTE ACCENT
0156;;0052 0327 # LATIN CAPITAL LETTER R WITH CEDILLA => LATIN CAPITAL LETTER R + COMBINING CEDILLA
0157;;0072 0327 # LATIN SMALL LETTER R WITH CEDILLA => LATIN SMALL LETTER R + COMBINING CEDILLA
0158;;0052 030C # LATIN CAPITAL LETTER R WITH CARON => LATIN CAPITAL LETTER R + COMBINING CARON
0159;;0072 030C # LATIN SMALL LETTER R WITH CARON => LATIN SMALL LETTER R + COMBINING CARON
015A;;0053 0301 # LATIN CAPITAL LETTER S WITH ACUTE => LATIN CAPITAL LETTER S + COMBINING ACUTE ACCENT
015B;;0073 0301 # LATIN SMALL LETTER S WITH ACUTE => LATIN SMALL LETTER S + COMBINING ACUTE ACCENT
015C;;0053 0302 # LATIN CAPITAL LETTER S WITH CIRCUMFLEX => LATIN CAPITAL LETTER S + COMBINING CIRCUMFLEX ACCENT
015D;;0073 0302 # LATIN SMALL LETTER S WITH CIRCUMFLEX => LATIN SMALL LETTER S + COMBINING CIRCUMFLEX ACCENT
015E;;0053 0327 # LATIN CAPITAL LETTER S WITH CEDILLA => LATIN CAPITAL LETTER S + COMBINING CEDILLA
015F;;0073 0327 # LATIN SMALL LETTER S WITH CEDILLA => LATIN SMALL LETTER S + COMBINING CEDILLA
0160;;0053 030C # LATIN CAPITAL LETTER S WITH CARON => LATIN CAPITAL LETTER S + COMBINING CARON
0161;;0073 030C # LATIN SMALL LETTER S WITH CARON => LATIN SMALL LETTER S + COMBINING CARON
0162;;0054 0327 # LATIN CAPITAL LETTER T WITH CEDILLA => LATIN CAPITAL LETTER T + COMBINING CEDILLA
0163;;0074 0327 # LATIN SMALL LETTER T WITH CEDILLA => LATIN SMALL LETTER T + COMBINING CEDILLA
0164;;0054 030C # LATIN CAPITAL LETTER T WITH CARON => LATIN CAPITAL LETTER T + COMBINING CARON
0165;;0074 030C # LATIN SMALL LETTER T WITH CARON => LATIN SMALL LETTER T + COMBINING CARON
0168;;0055 0303 # LATIN CAPITAL LETTER U WITH TILDE => LATIN CAPITAL LETTER U + COMBINING TILDE
0169;;0075 0303 # LATIN SMALL LETTER U WITH TILDE => LATIN SMALL LETTER U + COMBINING TILDE
016A;;0055 0304 # LATIN CAPITAL LETTER U WITH MACRON => LATIN CAPITAL LETTER U + COMBINING MACRON
016B;;0075 0304 # LATIN SMALL LETTER U WITH MACRON => LATIN SMALL LETTER U + COMBINING MACRON
016C;;0055 0306 # LATIN CAPITAL LETTER U WITH BREVE => LATIN CAPITAL LETTER U + COMBINING BREVE
016D;;0075 0306 # LATIN SMALL LETTER U WITH BREVE => LATIN SMALL LETTER U + COMBINING BREVE
016E;;0055 030A # LATIN CAPITAL LETTER U WITH RING ABOVE => LATIN CAPITAL LETTER U + COMBINING RING ABOVE
016F;;0075 030A # LATIN SMALL LETTER U WITH RING ABOVE => LATIN SMALL LETTER U + COMBINING RING ABOVE
0170;;0055 030B # LATIN CAPITAL LETTER U WITH DOUBLE ACUTE => LATIN CAPITAL LETTER U + COMBINING DOUBLE ACUTE ACCENT
0171;;0075 030B # LATIN SMALL LETTER U WITH DOUBLE ACUTE => LATIN SMALL LETTER U + COMBINING DOUBLE ACUTE ACCENT
0172;;0055 0328 # LATIN CAPITAL LETTER U WITH OGONEK => LATIN CAPITAL LETTER U + COMBINING OGONEK
0173;;0075 0328 # LATIN SMALL LETTER U WITH OGONEK => LATIN SMALL LETTER U + COMBINING OGONEK
0174;;0057 0302 # LATIN CAPITAL LETTER W WITH CIRCUMFLEX => LATIN CAPITAL LETTER W + COMBINING CIRCUMFLEX ACCENT
0175;;0077 0302 # LATIN SMALL LETTER W WITH CIRCUMFLEX => LATIN SMALL LETTER W + COMBINING CIRCUMFLEX ACCENT
0176;;0059 0302 # LATIN CAPITAL LETTER Y WITH CIRCUMFLEX => LATIN CAPITAL LETTER Y + COMBINING CIRCUMFLEX ACCENT
0177;;0079 0302 # LATIN SMALL LETTER Y WITH CIRCUMFLEX => LATIN SMALL LETTER Y + COMBINING CIRCUMFLEX ACCENT
0178;;0059 0308 # LATIN CAPITAL LETTER Y WITH DIAERESIS => LATIN CAPITAL LETTER Y + COMBINING DIAERESIS
0179;;005A 0301 # LATIN CAPITAL LETTER Z WITH ACUTE => LATIN CAPITAL LETTER Z + COMBINING ACUTE ACCENT
017A;;007A 0301 # LATIN SMALL LETTER Z WITH ACUTE => LATIN SMALL LETTER Z + COMBINING ACUTE ACCENT
017B;;005A 0307 # LATIN CAPITAL LETTER Z WITH DOT ABOVE => LATIN CAPITAL LETTER Z + COMBINING DOT ABOVE
017C;;007A 0307 # LATIN SMALL LETTER Z WITH DOT ABOVE => LATIN SMALL LETTER Z + COMBINING DOT ABOVE
017D;;005A 030C # LATIN CAPITAL LETTER Z WITH CARON => LATIN CAPITAL LETTER Z + COMBINING CARON
017E;;007A 030C # LATIN SMALL LETTER Z WITH CARON => LATIN SMALL LETTER Z + COMBINING CARON
017F;<sort>;0073 F8F1 # LATIN SMALL LETTER LONG S => LATIN SMALL LETTER S + PSEUDO-COMBINING VARIANT MARK 2
018D;<sort>;007A 0077 # LATIN SMALL LETTER TURNED DELTA => LATIN SMALL LETTER Z + LATIN SMALL LETTER W
01A0;;004F 031B # LATIN CAPITAL LETTER O WITH HORN => LATIN CAPITAL LETTER O + COMBINING HORN
01A1;;006F 031B # LATIN SMALL LETTER O WITH HORN => LATIN SMALL LETTER O + COMBINING HORN
01AF;;0055 031B # LATIN CAPITAL LETTER U WITH HORN => LATIN CAPITAL LETTER U + COMBINING HORN
01B0;;0075 031B # LATIN SMALL LETTER U WITH HORN => LATIN SMALL LETTER U + COMBINING HORN
01BE;<sort>;0074 0073 # LATIN LETTER INVERTED GLOTTAL STOP WITH STROKE => LATIN SMALL LETTER T + LATIN SMALL LETTER S
01C4;<compat>;0044 005A 030C # LATIN CAPITAL LETTER DZ WITH CARON => LATIN CAPITAL LETTER D + LATIN CAPITAL LETTER Z + COMBINING CARON
